,0,400,800,1200,1600,2000
582,0.000014,0.008829,0.009086,0.008968,0.00842,0.008829
584,0,0.008025,0.008448,0.008781,0.009634,0.009946
586,0,0.010792,0.010161,0.010168,0.010085,0.010896
588,0,0.011576,0.011264,0.011257,0.010029,0.011652
590,0.000007,0.0115,0.010917,0.011118,0.010244,0.011097
592,0,0.011056,0.011305,0.010182,0.011153,0.011292
594,0,0.012408,0.011201,0.011631,0.009599,0.011534
596,0.000007,0.011319,0.011125,0.011132,0.008157,0.010702
598,0.000007,0.009086,0.009308,0.009107,0.00774,0.008704
600,0.000007,0.007726,0.00815,0.008434,0.008378,0.008524
602,0.000007,0.009037,0.009107,0.009662,0.009079,0.00876
604,0,0.009738,0.009134,0.009363,0.00815,0.009807
606,0,0.009731,0.009391,0.009363,0.008184,0.009259
608,0,0.008926,0.009162,0.00901,0.008059,0.009107
610,0.000007,0.008857,0.009405,0.009023,0.008489,0.010057
612,0,0.008795,0.009495,0.009384,0.008566,0.009121
614,0,0.009003,0.009169,0.00946,0.00876,0.008892
616,0,0.0091,0.009564,0.009863,0.008913,0.009689
618,0.000007,0.009211,0.009544,0.009904,0.00944,0.009981
620,0,0.009044,0.009467,0.010147,0.00901,0.009266
622,0.000014,0.008732,0.009537,0.010348,0.008059,0.008344
624,0.000007,0.008274,0.009037,0.009689,0.00815,0.008143
626,0,0.00867,0.009287,0.009558,0.008663,0.008052
628,0.000007,0.008843,0.009079,0.009675,0.008046,0.008198
630,0,0.009349,0.008358,0.009044,0.007824,0.008094
632,0,0.009835,0.008261,0.008427,0.00815,0.00858
634,0,0.010376,0.008656,0.008635,0.009835,0.009571
636,0.000007,0.011014,0.009502,0.008698,0.010549,0.009474
638,0,0.010314,0.01116,0.010203,0.009141,0.007948
640,0,0.007407,0.010813,0.010792,0.006866,0.005292
642,0,0.004682,0.007997,0.009793,0.005119,0.003725
644,0,0.003655,0.005119,0.007546,0.004238,0.003579
646,0.000014,0.003385,0.003357,0.005153,0.003322,0.002948
648,0.000007,0.003336,0.003211,0.00394,0.002754,0.002719
650,0,0.003357,0.002608,0.002934,0.00344,0.003066
652,0.000007,0.004155,0.003343,0.002795,0.004182,0.003648
654,0.000014,0.004217,0.00369,0.003274,0.003496,0.003059
656,0.000007,0.002663,0.004252,0.003933,0.002684,0.002046
658,0,0.001248,0.00335,0.003766,0.001366,0.000798
660,0,0.000354,0.001325,0.002677,0.00068,0.000423
662,0.000007,0.000222,0.000555,0.001248,0.000257,0.000305
664,0.000007,0.000257,0.00025,0.000659,0.000208,0.000166
666,0,0.000139,0.000132,0.000326,0.000187,0.000118
668,0,0.000055,0.000042,0.00018,0.000125,0.000069
670,0.000007,0.000035,0.000028,0.000125,0.000076,0.000049
672,0.000007,0.000028,0.000028,0.000076,0.000097,0.000042
674,0,0.000007,0.000014,0.000021,0.000069,0.000028
676,0,0.000007,0.000028,0.000049,0.000042,0
678,0,0,0.000014,0.000062,0.000028,0.000014
680,0.000007,0,0.000014,0.000049,0.000014,0.000014
682,0.000007,0,0.000021,0.000028,0.000028,0.000014
